run_accession	platform	library_layout	read_length	spots	count_reads	bases	average_genome_size	genome_equilvalents	sample_accession	sampling_campaign	sampling_station	sampling_platform	event_label	event_date_time_start	event_date_time_end	latitude_start	longitude_start	latitude_end	longitude_end	depth	sample_collection_device	protocol_label	size_fraction_lower_threshold	size_fraction_upper_threshold	sample_status	last_update_date	marine_region	temperature	salinity_sensor	oxygen_sensor	nitrate_sensor	chlorophyll_sensor	environment_biome	environment_feature	environment_material	environmental_package	citation	further_details	project_name	ena_checklist
ERR594352	ILLUMINA	PAIRED	94	41756356	83512712	7879049008	54858000	143.62620101855663	ERS488354	TARA_20091031Z	TARA_018	"SV Tara"	TARA_20091102T1407Z_018_EVENT_PUMP	2009-11-02T14:07	2009-11-02T15:56	35.7528	14.2765	35.7593	14.3453	60	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)"	18.3684	37.8924	237.889	99999	0.132494	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599259	ILLUMINA	PAIRED	98	115705395	231410790	22764338310	211586000	107.58905745181629	ERS490294	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T1256Z_068_EVENT_NET	2010-09-14T12:56	2010-09-14T13:10	-31.0292	4.6742	-31.0287	4.6765	50	"PLANKTON NET, TYPE=Bongo, MESH_Size_(ï¿½m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.7815	35.6881	231.611	99999	0.442185	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599017	ILLUMINA	PAIRED	95	66324517	132649034	12618786774	2397690	5262.899393571868	ERS490296	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	2010-09-14T15:07	-31.027	4.6802	-31.0136	4.6932	50	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.7874	35.6878	231.683	99999	0.42458	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599056	ILLUMINA	PAIRED	102	32450140	64900280	6648102140	2378630	2794.929366371542	ERS490296	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	2010-09-14T15:07	-31.027	4.6802	-31.0136	4.6932	50	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.7874	35.6878	231.683	99999	0.42458	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599103	ILLUMINA	PAIRED	102	32597205	65194410	6679783049	2320070	2879.126548510171	ERS490296	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T1330Z_068_EVENT_PUMP	2010-09-14T13:30	2010-09-14T15:07	-31.027	4.6802	-31.0136	4.6932	50	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.7874	35.6878	231.683	99999	0.42458	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598983	ILLUMINA	PAIRED	99	176015464	352030928	34724751061	2318820	14975.204403194475	ERS494170	TARA_20120126Z	TARA_145	"SV Tara"	TARA_20120202T1152Z_145_EVENT_PUMP	2012-02-02T11:52	2012-02-02T13:52	39.2305	-70.0377	39.2173	-72.0327	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Gulf of Maine/Bay of Fundy (MRGID:21849), Marine Ecoregion:Virginian (MRGID:21853)"	14.1188	35.1833	233.859	3.47819	0.296307	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594356	ILLUMINA	PAIRED	97	28457012	56914024	5508928339	41097700	134.04484370542627	ERS488892	TARA_20100309Z	TARA_039	"SV Tara"	TARA_20100318T0427Z_039_EVENT_PUMP	2010-03-18T04:27	2010-03-18T08:32	18.5918	66.622	18.5706	66.5023	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	26.8176	36.2854	193.354	-1.41558	0.099089	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594365	ILLUMINA	PAIRED	97	28789851	57579702	5563292835	41492500	134.07938978796375	ERS488892	TARA_20100309Z	TARA_039	"SV Tara"	TARA_20100318T0427Z_039_EVENT_PUMP	2010-03-18T04:27	2010-03-18T08:32	18.5918	66.622	18.5706	66.5023	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	26.8176	36.2854	193.354	-1.41558	0.099089	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599360	ILLUMINA	PAIRED	95	52220531	104441062	9876777817	6758280	1461.434191922424	ERS488959	TARA_20100309Z	TARA_039	"SV Tara"	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	2010-03-20T08:15:28	2010-03-20T16:00	18.7341	66.3896	18.735	66.3895	270	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	15.6142	35.9019	2.30302	19.5665	0.006724	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599323	ILLUMINA	PAIRED	96	139602723	279205446	26744247361	12575300	2126.7219506147667	ERS490105	TARA_20100624Z	TARA_065	"SV Tara"	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	2010-07-12T11:03:22	2010-07-12T12:12	-35.2421	26.3048	-35.2528	26.317	30	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	21.815	99999	206.437	99999	0.272648	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599128	ILLUMINA	PAIRED	99	47344092	94688184	9347152429	2232590	4186.681860814694	ERS491980	TARA_20110401Z	TARA_102	"SV Tara"	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	2011-04-22T12:08:28	2011-04-22T17:13	-5.261	-85.1678	-5.2771	-85.2995	480	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	9.19582	34.6926	4.42525	40.009	0.010087	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599055	ILLUMINA	PAIRED	99	23444203	46888406	4658362757	2251720	2068.8054087632045	ERS491980	TARA_20110401Z	TARA_102	"SV Tara"	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	2011-04-22T12:08:28	2011-04-22T17:13	-5.261	-85.1678	-5.2771	-85.2995	480	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	9.19582	34.6926	4.42525	40.009	0.010087	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599132	ILLUMINA	PAIRED	97	128719360	257438720	25067585807	2241840	11181.690329460069	ERS491980	TARA_20110401Z	TARA_102	"SV Tara"	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	2011-04-22T12:08:28	2011-04-22T17:13	-5.261	-85.1678	-5.2771	-85.2995	480	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	9.19582	34.6926	4.42525	40.009	0.010087	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599286	ILLUMINA	PAIRED	100	181899094	363798188	36235720916	423721000	85.51791221820314	ERS490457	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T0820Z_072_EVENT_NET	2010-10-05T08:20	2010-10-05T08:30	-8.7726	-17.915	-8.7826	-17.916	5	"PLANKTON NET, TYPE=Bongo, MESH_Size_(ï¿½m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	25.0262	36.4232	199.12	0.263475	0.050608	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594364	ILLUMINA	PAIRED	97	39987130	79974260	7788198206	23370800	333.245397496701	ERS490452	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T0800Z_072_EVENT_PUMP	2010-10-05T08:00	2010-10-05T09:23	-8.7789	-17.9099	-8.7788	-17.9098	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	25.0262	36.4232	199.12	0.263475	0.050608	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599038	ILLUMINA	PAIRED	99	153192261	306384522	30384671904	2161580	14056.68414067615	ERS493044	TARA_20110826Z	TARA_128	"SV Tara"	TARA_20110904T1800Z_128_EVENT_PUMP	2011-09-04T18:00	2011-09-04T19:36	0.0003	-153.676	0.0095	-153.714	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839)"	26.0745	35.1005	179.86	2.46716	0.288205	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599292	ILLUMINA	PAIRED	99	162051394	324102788	32123474998	162512000	197.66834548029394	ERS490499	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T1745Z_072_EVENT_NET	2010-10-05T17:45	2010-10-05T18:06	-8.6996	-17.9926	-8.6926	-18.0002	100	"PLANKTON NET, TYPE=Double, MESH_Size_(ï¿½m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	25.0098	36.425	197.688	0.159226	0.127475	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594314	ILLUMINA	PAIRED	101	90667820	181335640	18314899640	22734200	805.6086167824392	ERS489324	TARA_20100410Z	TARA_048	"SV Tara"	TARA_20100419T0756Z_048_EVENT_PUMP	2010-04-19T07:56	2010-04-19T10:59	-9.3921	66.4228	-9.4112	66.3281	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	29.8182	34.1689	187.258	-2.20176	0	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594300	ILLUMINA	PAIRED	98	196640054	393280108	38545099264	2182710	17659.3038000621	ERS492932	TARA_20110726Z	TARA_125	"SV Tara"	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	2011-08-09T17:05:33	2011-08-09T21:37	-8.8999	-142.546	-8.9103	-142.577	140	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.45-0.8	0.45	0.8	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	23.7065	36.2727	160.49	3.67243	0.020173	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594341	ILLUMINA	PAIRED	98	103829881	207659762	20296699170	33903400	598.6620108357159	ERS492930	TARA_20110726Z	TARA_125	"SV Tara"	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	2011-08-09T17:05:33	2011-08-09T21:37	-8.8999	-142.546	-8.9103	-142.577	140	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	23.7065	36.2727	160.49	3.67243	0.020173	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594342	ILLUMINA	PAIRED	99	177692252	355384504	35092551118	1721240	20387.93586604084	ERS492931	TARA_20110726Z	TARA_125	"SV Tara"	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	2011-08-09T17:05:33	2011-08-09T21:37	-8.8999	-142.546	-8.9103	-142.577	140	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.22-0.45	0.22	0.45	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	23.7065	36.2727	160.49	3.67243	0.020173	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599302	ILLUMINA	PAIRED	99	148415429	296830858	29285047320	10400100	2815.8336536817696	ERS490201	TARA_20100905Z	TARA_067	"SV Tara"	TARA_20100907T0619Z_067_EVENT_PUMP	2010-09-07T06:19	2010-09-07T07:44	-32.2401	17.7103	32.1	17.7	5	"PUMP (High Volume Peristaltic Pump)"	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)"	12.8344	34.8453	249.351	0.405607	1.55149	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594404	ILLUMINA	PAIRED	97	22087021	44174042	4270619043	29747900	143.5604115156007	ERS490204	TARA_20100905Z	TARA_067	"SV Tara"	TARA_20100907T0619Z_067_EVENT_PUMP	2010-09-07T06:19	2010-09-07T07:44	-32.2401	17.7103	32.1	17.7	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)"	12.8344	34.8453	249.351	0.405607	1.55149	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594395	ILLUMINA	PAIRED	97	21885013	43770026	4238805649	29399700	144.1785929496939	ERS490204	TARA_20100905Z	TARA_067	"SV Tara"	TARA_20100907T0619Z_067_EVENT_PUMP	2010-09-07T06:19	2010-09-07T07:44	-32.2401	17.7103	32.1	17.7	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)"	12.8344	34.8453	249.351	0.405607	1.55149	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599078	ILLUMINA	PAIRED	99	164620027	329240054	32684205384	2117440	15435.700966106631	ERS494579	TARA_20120314Z	TARA_152	"SV Tara"	TARA_20120319T0818Z_152_EVENT_PUMP	2012-03-19T08:18	2012-03-19T11:27	43.6792	-16.8344	43.6906	-16.8555	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	14.2807	35.986	243.148	2.99923	0.238225	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599266	ILLUMINA	PAIRED	99	152583001	305166002	30298886768	14916600	2031.2156875679736	ERS489933	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100707T0448Z_064_EVENT_PUMP	2010-07-07T04:48	2010-07-07T07:45	-29.5019	37.9889	-29.5023	37.9965	5	"PUMP (High Volume Peristaltic Pump)"	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.1656	35.3347	210.008	99999	0.162993	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599378	ILLUMINA	PAIRED	98	13537639	27075278	2655260133	62110700	42.75041306860449	ERS492748	TARA_20110726Z	TARA_123	"SV Tara"	TARA_20110731T1720Z_123_EVENT_PUMP	2011-07-31T17:20	2011-07-31T19:33	-8.9068	-140.283	-8.8951	-140.317	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.5762	35.3595	189.758	3.86841	0.319103	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR634968	ILLUMINA	PAIRED	98	38356376	76712752	7522910439	46336700	162.35302245233285	ERS492748	TARA_20110726Z	TARA_123	"SV Tara"	TARA_20110731T1720Z_123_EVENT_PUMP	2011-07-31T17:20	2011-07-31T19:33	-8.9068	-140.283	-8.8951	-140.317	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.5762	35.3595	189.758	3.86841	0.319103	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594370	ILLUMINA	PAIRED	96	32371543	64743086	6225406421	28829100	215.94148437192152	ERS488673	TARA_20100108Z	TARA_034	"SV Tara"	TARA_20100120T0427Z_034_EVENT_PUMP	2010-01-20T04:27	2010-01-20T08:30	18.3967	39.875	18.4017	39.855	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	27.5986	38.6469	184.061	-0.927087	0.186697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594368	ILLUMINA	PAIRED	97	29023535	58047070	5637345978	28878200	195.21139774833298	ERS488673	TARA_20100108Z	TARA_034	"SV Tara"	TARA_20100120T0427Z_034_EVENT_PUMP	2010-01-20T04:27	2010-01-20T08:30	18.3967	39.875	18.4017	39.855	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	27.5986	38.6469	184.061	-0.927087	0.186697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598945	ILLUMINA	PAIRED	100	33639827	67279654	6712020566	2885950	2325.761372139564	ERS491001	TARA_20101231Z	TARA_084	"SV Tara"	TARA_20110103T1105Z_084_EVENT_PUMP	2011-01-03T11:05	2011-01-03T16:00	-60.2287	-60.6476	-60.3606	-60.5096	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)"	1.84402	33.7197	338.298	24.423	0.109555	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599059	ILLUMINA	PAIRED	98	187525521	375051042	36765703031	2744060	13398.269767080827	ERS491001	TARA_20101231Z	TARA_084	"SV Tara"	TARA_20110103T1105Z_084_EVENT_PUMP	2011-01-03T11:05	2011-01-03T16:00	-60.2287	-60.6476	-60.3606	-60.5096	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)"	1.84402	33.7197	338.298	24.423	0.109555	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599000	ILLUMINA	PAIRED	98	194617234	389234468	38254182062	3013950	12692.38606017408	ERS490633	TARA_20101003Z	TARA_076	"SV Tara"	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	2010-10-17T09:05:05	2010-10-17T13:37	-20.9315	-35.1794	-20.9724	-35.2742	800	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	4.74959	34.3693	192.165	34.5895	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
